id,transcript
578," Hai, kita bersama di sini hari ini Saya minta tentang... ...my body shop Hall, ya guys Jadi gue lewat, gak seengaja, terus gue teringat Gue tuh lagi mencari body lotion Terus baru laksa teringat, body shop ini gitu ya kan? Dia bagus banget dari dulu Aira gue masuk dan gue mengendrus ini Para banget ini, berminal-minal wanginya Gak masuk akal dan gue emang ekobaly kok Bukh Dan gue emang lagi Masih kebalik juga ya, karena kamera depan ya kan? Bah lu luar dalam Ini tuh yang si Cheris dan Cher Body butternya Kayaknya sih ini edisi limitnya apa Karena gue beli pas kayak akhir tahun, nahtawan kemarin itu Karena wanginya enak banget Gue udah ngapak lagi, gue tuh emang lagi suka Cheris Sepertinya wangi Cheri gue ngerti kenapa Lilin pun gue suka banget yang Cheri Dan akhirnya kemarin gue mengendrus ini Gue udah Gelat mata, akhirnya gue beli dia Si body butternya ini Dan gue juga beli sabutnya Dan Gue balik lagi Gak lama ketokonnya, seminggu kemudian gue beli parfume juga Agak manis tentunya, karena dia Cheri gitu Oh my god Aaaaah Ya gue enak banget, padahal biasanya gue ga suka wangi manis ya Tapi Cheri tuh kayak ada wangi Kayak agak-agak asemnya Agak-agak Gue enak ngerti ya, oh my god, itu so Eh gue enak Itu tuh banget banget, gue enak banget Terus gue juga beli shower gelnya Kayaknya sih mini dari yang ini Tapi ini wanginya beda, ini buat travelin gitu Yakan, karena gue sudah tidak punya buat talk chill Buat sabut manis Ini stroberi sama British rose Yang stroberi juga gue suka banget, kemarin gue udah hampir beli Body butternya lagi atau parfumnya lagi Tapi saya menahan diri, kan? Gak boleh Terus yang ini British rose juga Kayaknya udah jadi favorit semua orang desi dari dulu Dan gue juga salah satunya, karena saya suka banget wangi mawar ya Padahal desarnya, padahal hakikatnya Terus, oh gue juga beli ini Ini si parfumnya lagi, body mistnya Yang moring ga Dulu gue udah pernah pakai body yogurtnya Yang moring ga, karena manguang ini juga gue suka banget ini Lebih ke white flower gitu Enak banget juga Pukai kalo wangi, bunga gue seneng banget para Terus gue juga beli Oh, lip balmnya Body shop tuh kenapa yang wanginya tuh memberi kayak Gua suka banget para Ini stroberi Dulu gue juga suka banget lip balmnya Memangnya, memang huge fan of the lip balm Dan kemarin gue juga beli ini Ini sangat menarik menurut gue Ini adalah freestyle multitasking color crayon Jadi bisa lopaknya buat apa aja Bisa buat eyeshadow, bisa buat blush on Dan bisa buat bibir Gemus banget ga sih, dia ada warna yang menutnya Ini mungkin gue kemas Dan pas gue coba ditanggan di ratainya Kayaknya masih sangat manusiawi Jadi harusnya di pakai buat blush on Juga masih gampang Buat eyeshadow, juga masih gampang Mungkin ada baiknya kita Coba sekarang buat eyeshadow Yang karena gue udah pakai blush on Dan udah pakai lipstick Jadi kita pakai buat eyeshadow aja Oh, oh, risih itu deferse Iya, enak banget Dan di ratainya juga gampang Dan karena ini warna nut gitu Jadi masih sangat menarik Kalau nge-blend asal-asal Juga masih ga akan ketawan gitu See, ini sangat bagus Oh, oh, oh, oh, oh, oh, oh, oh Dia punya warna macam-macam ya Ada glitternya juga Kayaknya cocok clots parkly gitu Itu juga juga bagus Tapi gue pikir itu buat eyeshadownya Gak sih, ga bisa buat blush on Ga bisa buat lipstick Jadi buat apa? Aku mau beli yang paling menuntungkan Jadi gue beli yang ini Gue suka ini Ini warna namanya staple Kamu harus melihat ini Ini sangat bagus Jadi itu semua dibuat Gak terlalu banyak Tapi gue gira banget Jadi gue cuma mau share dengan kamu Intinya gue harus memberitahukan bahwa ada wangi Si Cherry ini Gue suka batamnya Nah, karena kata mbaknya ini semacam limited edition gitu Dia sendiri juga tidak yakin Apakah ini akan ada lagi atau nggak Jadi saran gue udah cepetan ke warna Sekarang juga Karena peterh... peterh... peterh... Gue sendiri wesi kalau dia hilang"
579," Hai gue lagi mau minggu kapan kita ratakan saja pakai aplikatornya Oh ini ada banget coverage nya oh di sehat Dan ini warnanya pas banget, gue omegut gue seneng banget deh kalo produk buat nanya tepat gitu gue gausah nyampur nyampur lagi Gw sama mikir nih, cushion pula enak banget buat dibobala Ah mantap Terus gue mau pakai cancel lah Kita tap aja Di Gue minta sekitar A-dome sekitar B-bir Gue padahal cuma maka super market dong hebobet Repot bad termboin Ini juga enak bad, cancel repar bad Lihat gak sih bedanya ya kan ya kan? Aku kayak baru hidup kembali bankit dari kubur gitu Terus gue mau pakai blush on Dikit aja Nggak nggak Terus kita Ratakan Ini warnanya bagus banget asla ga, sour cherry Terus gue mau kasih strukturisasi sedikit Sedikit aja Ini ini ini Di situ juga Nah lu kita ratakan lagi Kenyeng gue mau pakai eyeshadow tapi sedikit dong Jadi gue pakai ini produknya sama tapi warnanya ginger ale Karena ini kayak agak lebih Coklat orange gitu di sih Terus kita ratakan lagi Just to add a little wash of color Lanjut ke mascara Jepit dulu, bersemuannya sudah berada di jalur yang benar untuk dimaskaran ini, ini, ini, ini, ini kan Something like that Terus kita tiba lipsticknya Kisahnya mau something super pale Jadi kita ada sesuatu seperti ini Ini sangat mudah, sangat mudah dan gue suka Udah asli, gue jaduh harus ke super market Karena gue harus memilih brokali, karena gue kan I can't live without you"
580," Halo, hari ini kita akan mempermainkan makeup ya karena gue udah pake banyak banget produk lokal yang belum sempat gue coba yang saya kena wade seyusem, actually jadi kita main kan saja hari ini pertama kita akan pake base dulu, ini gue udah pake Alice ya, bir cepert yang harusnya udah deh Alice tuh lama, saat gue ini sefan buk masih kecintaan saya ya terus ini kita akan pake base dulu, gue udah skin keren sih tapi ini gue mau coba juga, ini dari nama Beauty hmm, gama banget, packagingnya juga cakap banget ini kayak moisturizer gitu, sih gue gak tau nih, namanya apa power balm, 3 in 1 anti wrinkle moisturizing stick I don't know about anti wrinkle ya tapi gue lebih merasa ini kayaknya kalo lo ada karena jira wad gue soket banget kalo misalnya lagi butuh, kelembaban extra gitu dan gue pikir, kayaknya nyanyi akan pas banget buat base makeup juga ngasih jadi kita coba saja dan apa sih, alus banget dan gue gak tau apakah dia ada efek kayak ngisi pori-porinya atau gimana tapi kayaknya sih ga ya enggak sih lebih ke skin care ya, jatohnya ga sih dan harusnya sih buat base enak banget sebelum di pertanyaan, jangan di pertanyaan bener gue dari mana karena saya mau member, kayaknya ini dari paket, dari brand mana gitu gak temprimakasi, ya terakhir, seperti ini mau nanya juga gue mesut, nyesih terus kita punya asyedoh gue mau kematak dulu, ya kan karena dari mata turun ke hati ya kan ini dari SK katanya sih asyedoh terbarunya ya still got the style shadow ada senen warna kayak gini cakeback si Allah gue misalnya kurang suka warna-warna kulton gitu tapi ini menurut gue masih cake banget ngatih morsi, jadi aku mau pakai yang warna ini dulu buat di seluruh kelopak untuk melapisi apapun yang belum terlapisi di kelopak lo jadi kalau berminyaknya, atau apa ini sekarang kita mattify ini, ninininkan dulu terus gue mau kasih warna yang di ujung bahwa ini, ya ini cake banget kayak gold bronze gitu sih, emang timanya seperti ini kayak gitu ya, oh, di situ itu cakeback, setress apakah akan lebih indah kalau gue pakai tangan? oh ya betul, wow terus kita akan pakai warna yang matte yang agak coklat tua ini buat di krisnya gue masih menggunakan sebuah sebuah yang pertama tadi gue akan membuat kekuatan kekuatan under my eyes terus gue mau pakai warna yang gelapnya ini kayak, abu aguh menjurus hitam gitu jadi ketunkin sama bulu mata ya bawahnya juga just to add more definition terus gue mau kasih eyeliner warna coklat yang bisa mencoba yang kamu punya atau yang ini yang terjadi ini dari makeup forever gak tahu masih ada pangga karena ini udah lama banget ya gue cuma mau kasih kayak dikit doang gitu, bawah ke luar se dikit banget dikatakan satunya juga terus rapiin pakai jerry-jerry dan kamu ada yang sangat simple dan jalan terus gue kasih maskara ada dikit biar kayak orang bener-bener ingin nih terus lanjut ke foundation sakit bandung gue kita akan pakai ini dari Maybelline fit nih yang nomor eh fit nih fresh tint yang nomor no 3 ini udah sering banget sih gue pakai jadi dulu dulu dulu banget kita gak tak anjah terus kita juga punya ini concealer nya SK gue gak tahu nih terlalu terangap gak asam just gonna try this ini adalah flawless liquid concealer oke ini sih ketrangan nih tapi kita coba saja dulu dore mon jangan suu uzon kamu dore mon gitu oh iya ini terang banget sih ini gue pakai marna granola gue pikir gue punya sesuatu 1 shade darker gitu dari padang ini yang desik kayaknya ini agak terangat tapi masih bisa dipake juga gitu tuloh menoloh ngerti arah terus gue agak galau nih jara-wata mau gue tutupin apa biar ini ya udah deh kita tutup saja ya kita coba ini dari sih graf tobian jadi kayak palette ini I love this bisa buat contour bisa buat concealer tinggal lo campur campur aja I study tap di daerah permasalahan di duplah terus kita lanjut ke ini adalah produk terbaru dari batan scarves blush on tapi cream gitu warnanya ada beberapa dan cakap cakap but semuanya gue udah ngerti lagi ini adalah everyday divine divine blush ibnir ala yang warnanya namanya coral fac seperti ini kita kiraya dan gue memakai hahaha gue memakai tangan dulu karena ini kemaren gue swatch di tangan terus kayak enak banget memberi oh iya di blendnya gampang banget dan pigmentasi juga ga yang terlalu hebok ya orang gila gitu jadi kan easily control this ah pake berat juga enak banget oh iya ini oh iya gue suka banget deh parah terus masih dari batan scarves ya ini juga gue udah ngerti lagi gue cinta banget sama ini ini produk terbarunya juga barengan kaya ngan launch nya sama blush on nya ini adalah contour stick namanya everyday bronzing stick cakap banget gums banget pake jeninya dan ini warnanya moka ini gue berampar ampet reak pas gue swatch di tangan karena memberi kayak enak banget gampang banget dirata ini super duper kayak yang mentajak di sini kayak gue belum pernah nama bukan blush on contour stick lokal yang segampang ini di blendnya ini ini in same memberi oh harus merasakan sendiri pas lo pake itu kayak apa memberi yang ga berasa berat sama sekali ringan banget itu so good terus kita ratakan aja bener-bener di blendnya gampang bang terus kita kasih bedak buat nuset bahwa matanya masih kocintaan gue mebelin mas kara bahwa mata karena tadi belum terus reflon sedaksian kesukaan gue jadi ini final look gue suka banget sih dia nampang banget di pakeinnya kayaknya tidak ada satu pun yang gue ga suka ya dari semua produk baru yang kita coba hari ini para banget semua yang mantap jiwa tapi kayak kalau gue harus milih gue coba gue ini ini para banget seisi contour sticknya batan scarf primer alus banget gampang banget di pakeinnya dan worth go ini saya nisaisnya pas banget dia kecil banget karena gue juga ga pake makeup banyak-banyak kayak contour apalagi kayaknya itu cuma suyledo jadi ini pas banget ukurannya gue juga suka buat blush honest like jiwa wow batan scarf eyeshadownya eska juga bagus banget gue suka ini gue ga tau gue suka cool tone eyeshadow palette tapi ini memang mantap jiwa kayak mattenya memang mereka luar dan shimmernya juga luar banget tapi ga yang terlalu overwhelming ya tahu itu cuma perfect jadi itu semoga membantu Thank you so so much for watching and I'll see you guys in my next video bye"
581," Hai, hari ini kita punya produk terbaru dari di original Tiam mana adalah cushion, gemus banget Dalamnya kegini dan gue dapat 3 warna Kalo sebenarnya mereka ada 12 warna Jadi harusnya lo kan bisa menemukan shade lo Karena ini udah cukup banyak banget pilihan ya Dan lo juga dapat pouch juga banget Bisa buat naro cushionnya atau naro apapun yang lo mau Ini sangat kuat dan sangat sangat berkondis Jepit dulu biar gue ga emosi ya Pakejinya kegini ga berisik sama sekali Warna juga kalem banget Dan dalamnya tentunya ada kaca, ada puffnya Dan ada produknya Nih udah kotor karena udah saya pake Yakan tapi buat nunjukin aja Kalo pasti ada segeluhnya pas lo beli jadi jenawatir Yang gue pake warnanya light neutral Seperti yang gue bilang warnanya ada banyak banget pilihan ya Jadi gue bisa menemukan apa yang menurutnya Di pakenya juga gampang banget Dan coveragenya ada banget banget Saya menurut saya ini ada medium-medium ke full coverage Dan bener-bener bisa lo build sampai jadi bener-bener full Ini gue pake dikit dulu Dan udah nutup lo rbiasa ya ga sih Kaya kemerahan gue udah tertutupi semua para banget Nama produknya sendiri adalah sih High cover serum cushion Neneknya ga agree more Karena ini bukan cuma cushion doang Emang ada skin carenya Karena dia ada vitamin sayanya Ada naya tindamanya dan ada rosenya Dan gue nanti menurutnya ini melihat rose Maka gue suka bat para Finestinya velvet matte Maksudnya perfection Karena kaya bermurang-murang ga duin, ga matte banget gitu Jadi pas di tengah-tengah Just like how you want your skin to look like Kayak kletan agak lembab dui sehat gitu Dan semuanya tercover dengan sempurna tanpa berasa berat So I'm assuming this can be used by all skin types Karena kaya pas di tengah-tengah gitu Gue diselah saya meka pan Dan ini masih kletan dui sehat dari dalam gitu Tapi masih menutup sempurna Dan gue tiba-tiba blush on segala macem juga ga gaysar Semuanya masih tertutup full coverage Dan masih ga berasa berat Saya vraiment-really like this"
582," Hai, hari ini gue mau memberi kabar super gembira banget Apakah kalian tahu bahwa lipsticks kecintaan sejuta umat ini Simaable in Super Stave Vinyl Enk Dia tadinya udah punya 18 warna Eh kan itu aja gue udah siwer banget udah bingung banget Banyak banget yang gue suka Dan sekarang dia nampain 2 warna terbaru Jadi sekarang fatalnya ada 20 warna verviasak Dari dulu yang paling gue suka banget ada 3 Yang pertama adalah peachy, dia kayak nutping gitu, cakap banget Dan gue juga suka cheeky Ini menurut gue paling mirip sama warna bibir asli gue Dan yang paling gue suka dari semuanya Maya all time favorite adalah intriguing Ini cakap banget, ini gue pakai sekarang Dan ini adalah 2 warna terbarunya Ini golden dan ini awas truck Warnanya super nutup dan ketahanannya udah nge-wase di bahas lagi Kayaknya semua orang udah tahun ini tahan super lama Amos kena coba pas di Tisu Kaga ada kemukasnya sama sekali Dan dia nyaman banget dipakainnya super duper ngga berasa Pake apa-apa para bed Jadi begitu lah banyak banget pilihannya Dan sekarang semakin banyak lagi dengan 2 warna terbarunya Di mana-mana pollulu, pada saat semuanya nuevos Makannya kata bayisan, kinga, pengiru-plan nar的時候 Kenapa di lo mumpa,oust? Kamu semua adikidas bisa sangat besar Dan lagi kamu juga pertabahan Salah reasonable Terus itu tidak lama Dan berapa weighnya yep Nabi nyaman apa-apa M自己 mend 컬러도 lalu nanti Terus ciągu"
583," Hai gue lagi siap siap, gue mau cabut tapi gue udah tolat sebenarnya So we're gonna have to do this really really really fast Jadi kita pakai primer dulu Gue lagi nyobain banyak banget produknya nama Ini gue suka banget foundationnya Karena kayak tipis tapi muka lo kayak sangat sangat presentable Seketerika gitu lo kayak kulitnya teksturnya jadi lebih bagus Suarnanya lebih merata Jadi di sih bagus banget ga sih Dan produk kokal lagi yang banget ga sih kacau Apagi kalo kulit lo udah bagus Pasti lo kan semakin suka produknya Highly recommend this Ini sangat bagus Shade gue yang nomernya 1 Honey Glow ya In case you're wondering Terus ke matanya I just want something brown red ish gitu Karena aku sudah tidak punya waktu Jadi ini kita pakai emang dia bisa dipakai buat Mata dan blush on dan bebir juga Apagi buat traveling nih enak banget para You can really build this up And you can use it wherever you want It's awesome right Next sticknya gue mau yang menut jadi gue pakai ini Ini juga gue lagi suka banget para teksturnya enak banget Gue mau kasih concealer dikit doang Karena gue lupa belom pakai concealer Ini si lawra mercay Gampang banget dibelan elet ga sih Ah kacau banget Kemarin keadaan sempet gue bahas juga dan gue memberikan reaksi yang sama Every time I use this Gue selalu terkaget target lagi gitu Like all over again It's so good Lalu kita mas kara yang inin-ninin kan Ini juga gue suka banget karena brasnya kecil Degitu yang buat bulu mata bawahnya lebih kecil lagi Jadi ini kayak satu tube tapi ada 2-1 gitu Like, tisat-tisat Ini buat bawah mata kan gemes banget Pintar sekali genius Kayaknya gue mau kasih contour dikit Karena gue lebih lebih Blow did Jadi kita tipu daya sedikit Ya, there you go Just a little bit of structure You know And that's it I think I'm ready to go Sampai jumpa Bye"
584," Hai, hari ini kita akan mencoba sebuah produk yang agak-agak enggak jelas gitu. Ini semacam frekles temp. Dan gue enggak, seengaja menemukan dia online ya. Kalo nggak tahu, kan berasih lapang nggak, tapi mari kita coba. Kemarin sih gue coba ditangan dan susah banget gitu. Lilangnya kayak besoknya masih ada juga. It's very hard to remove, so it might be nice. Dia ada tempnya gini dan yang gue suka adalah, tempnya tuh kayak random gitu bentuknya. Jadi yang lebih gede, ada yang lebih kecil. Mengeknya bisa kayak langsung, pro-pro-pro-pro-lang, sempet jadi gitu. Jadi dalamnya kayak cushion gitu, tinggal lo takan aja. Sampai semua produknya ada di situ, apakah ada semuanya, oh nggak belum. Kurang nakan bep. Nah, oke, pro-pro-pro-something like that. Abis itu, arh, gue udah gede ganda, gue pernah nanggup aja dimuka. Jadi kita berdua dulu disini layar-ni-raaaan. Oh. Oke, oke, itu mungkin 2-<|id|> 2- MUCH. Oh. Oh. Oke. Kayaknya sih kebanyakan ya, mau enggak. Tapi enggak apa-apa. Abis ini kita ratakan. Karena seperti yang gue bilang, dia kaga, ilang-ilang para susah banget ilangnya. Dari dulu tuh gue tiap makyai produk buat frekles, gini tuh pas lo blend selalu kayak ilang gitu jatuhnya, ga tau kenapa. Tapi kalau nggak dibelankan serba salah ya, jadi saya pikir, ini ini berhenti. Ya, saya minta itu. Oh wow. Nah tadi gue tambahin di da-guh, dan gue kasih juga dis, kita foreheadnya, just to make it more like, ya know, believable. Karena biasanya frekles tuh berumur-berkette, terus sebarik itu kan, if I'm not mistaken. Tapi, tapi, saya pikir, ini yang paling frekle produk yang saya pernah pernah mencari. Berumur-berkles banget, dari yang paling gue suka adalah, dia tuh nggak gampang ilang, jadi di blend tuh, bener-bener jadi bagus banget. Tolong mencari, ini adalah my first time trying this. Jadi mungkin semakin sering lo pakai, semakin sering lo latihan, lo kan semakin jago, but for the first attempt, ini bukan yang bagus, tapi semua saya sangat suka."
585," Welcome to Part 2! Ini yang pertama, dia 1 set gitu tapi ya, gue gak tahu ni salah pengiriman atau bagimana Ornya beda aja yang ini, item abu-abu yang ini, item buti gitu. Saya gak taham nih, tapi bahannya enak banget dan gue suka atas itu ada karat-igitu jadi kalo ke atasin, wc i always do, dia akan stay disitu gak turun-turun muluh gitu. Sada itu agar idea, but I also wish this is a bit longer. Kenapa aku suka yang ada bombron-bombron gitu, mau dalamnya yang yang enggak? Betul, ini is nice, bahannya ada banget para. Terus ini seteng kedua, ini bahan rajut gitu tapi masih nggak terlalu tebel, nggak terlalu tipis, masih adem banget di pake-nya. Ups, ada penang. Oh, penangnya panjang. Ini bilang gue setrika ya, mau-mahap, mau sakit, chot. Tapi gue suka warnanya, dan agar gue akan lebih suka kalo lebih panjang gitu, atasannya, tapi enggak pampa. Ini juga akan nyepak banget ya, kalo atasannya sepanda-kini akan nyepak diri-again, pastikan pake pantis yang seamless. Set yang selanjut ya, adalah warna merah maruh ini, gue suka banget ini dan bahannya juga enggak banget, masih rajutan, tapi kayak tipis dan enggak gara gitu. Ini panjangnya pas menurut gue, gue tuh suka nyekin ini, yang kayak atasannya nutup, bahannya gitu loh, kalo mau bikin selanak yang bahannya tipis, aku suka atasannya panjang gitu. Gue suka bahannya, gue suka warnanya, gue suka modelnya, ringin ditangannya kayak santai banget gitu, karena sampai sini, dan itu just, itu berbesar, itu akan berbesar banget. Nah, ini adalah satu yang saya suka, gue suka banget ini, potongannya bagus banget, bahannya juga enggak banget. Dan harganya murah, meriaksa, ingin gue juga ada warnanya macam-macam. udah gitu, raksannya dibalangnya ada slitnya gitu, jadi gue ga bisa menurut gue, sangat-satunya, dan gue punya ini yang kondisi, gue suka ini, gue udah lama banget nyari bodi suatu karena putih, gue ga mau entah lo, tipis atau apa gitu, karena putih, apaan? Tapi ini kayak dua lapis gitu, jadi sangat-satunya, dan gue sangat menurut, trafir kita punya kameja putih, ini juga enggak banget bahannya, agak tebal, belum disetrik, kan, mau apa-apa ya. Adam dan Bahanej atuh, dan gini warnanya juga banyak banget, jadi gue sangat-satunya suka ini. Dan itu, Suki-an, saya akan berkata-kata."
586," Gue bis berenjari shopi banyak banget, dan gue ga mau nge-trike malah Yang pertama adalah ini bahannya enak banget, tinggi ini kayak bahan rajut itu Atasnya juga kayaknya kawas tapi ga gerah dan ga aneh gitu bahannya Dia stretch juga Dan ini kayaknya dari 2 toko yang berbeda, berapa yang suka ini? Ya kan? Gemis banget Terus gue juga beli ini, sendel enak banget parah kayak dari karat gitu, jadi ga akan sakit dan dipakai nyaman banget Paketasnya dari shopi juga, dan lu ada lokal Ini sangat mudah dan mudah untuk menge-tahar Lalu kita punya ini, ini rock panjang juga Bukan jelas, sukar panjang dengan top napak Terus ini bahannya masih rajut juga tapi kayak agak tebel, bernyeng tadi Tapi masih ada yang sangat menge-tek Dia juga sendel panjang, terakhir, gue juga nyaman banget, dipakai parah Saya type of love, masih santai tapi kayak niat gitu, santai tapi niat, bingung gul Terus gue juga beli ini, ini rock rajut juga, ijotua Kayanya ini menurut gue, itu kan sedikit suing banget On me, ya ga sih Patangannya tuh kayak ga terlalu rapih gitu, di se-se-se-se-se-part Tapi masih, kalau buat keluar bentar dong, ga apa-apa banget Masih nyaman banget dipakainya, berarti yang berbeda, bukan itu yang bagus Terus kalau lo suka rock-se-panjang, itu ga bisa lu lu lu lu lu lu Mereka kebedaan, ini sangat bagus Ini bahannya tipis gitu ya, kan? Sani, lurut gue agak keletan satin gitu, tapi bahannya sih bukan satin Boah, atau namanya apa? Bahannya stretch banget, dan dia agak terakhir itu sih menurut gue Tapi kan, na tipis, jadi ga terlalu mengganggu Dan saran gue pastikan kalian pakai seamless panis, kecis-kis Ini kayak plak banget Terus masih rock-panjang, ya Mereka mau maap nih juga, gue suka banget Kayanya lagi hebobatnya sih, model-model, kayak gini dimana-mana Tapi gue kayak berompunya yang sepanjang ini Dan dia ada dalam manin gitu, saya ga ada yang terlalu bagus Terus gue juga suka banget sama ini, parang di si home-lice tises Ini kayak bahannya, kawas biasa gitu, gagar, ga ketembelan, ga ketepisan Dan stretch war biasa juga Tapi ini yang banget, bahannya kayak rip gitu, ada yang kita lihat Lihat kan ga sih? Ini yang paling nyaman, dan harganya sangat, sangat, sangat murang-meriah Ada kancinya juga, sampai atas, jadi sesuai kan aja Segetu dulu, asisannya kita lanjut di part 2"
587," Kalo ditanya bagian makeup mana yang underut gue paling perlu lo fokusin atau paling pantas lo investasikan Joban gue adalah area complexion, tempatnya foundation Karena underut gue foundation adalah dasar dari makeup lo, dia akan menentukan sekali Hasil makeup lo secara keseluruhan kayak gimana Dan hari ini kita akan bahas salah satu foundation yang gue lagi suka banget Ini kemarin udah gue bikin video unboxingnya Dan terata pas gue pakai bagus banget banget Dan ini gue pakai sekarang, jauh, ngomongnya ngomongnya Maksudnya, sehingga ini adalah yang bagus Ini terdela di dalam mukana adalah dari Loreal Ini produk terbarunya kayanya, infelable 32hz Mad cover, dan ada 4% naya senama Udah gitu ada SPF juga, SPF25 dan PA++++ Namanya Mad, ya kan Mad cover, tapi menurut gue kayak Bukan Mad yang bikin jadi kering atau uncomfortable, masih enak banget, masih nyaman banget Dan tiap gue pakai, gue tak juk kembali gitu loh, ini kayak bener-bener bagus banget coveragenya Kayak langsung menyamaratakan warna mukaguah, tanpa bikin dia keliatan mati, ngerti gitu Dan itu gue kembali kemungkinan kemungkinan Dan gue juga suka karena dia kayak anti badai gitu loh, kok ngerti bener-bener Gak transfer sesuai penjelasannya ya, bener-bener gak ada transfer sama sekali Pokoknya mukau jadi bener-bener seharian tuh keliatan fresh terus gitu Ngerda gak sih, kayak siapa tak mau? Ini sangat bagus, kalo belum ranya obat, kamu harus mencoba ini"
588," Halo, hari ini saya mau unboxing beberapa paket yang gue udah dapat ada yang udah lama Ada yang baru dapat, jadi kita buka aja sekarang ya Yang pertama, kita punya nedary lorail Kayaknya ini produk terbaer mereka ya Terus gue juga dapat foundationnya Kayaknya ini juga dikasih semua warna apa gimana gue gak ngerti lorail kamu ngambuk Terima kasih, terima kasih banyak banget loh ini foundationnya yang I don't know if this is new, I think it might be new Ini lorail, infalibel 32hours Matt cover Gue belum tawar nge-goyang mana, jadi gue harus mencoba mereka gue ga bisa nge-wait Karena biasanya foundation lorail tidak pernah mengesai wakan desi ya kan Terus kita punya skin care, gue super excited about this Tapi belum sempat gue cobain karena gue masih ngereview macam-macam ya Ini dari Oregoni, ini produk Australia Dan dia kayak organi semua gitu, staw gue dan dia ada anti-aging super duper canggi Dan gue dapat beberapa produknya Kayak-jingnya juga cakap-cakap banget, gak sih gue udah gak paham lagi Kyo, koi, kyo, paman nih, kyo, lo Jadi dia punya beberapa seri gitu, tergantung fokus masalah kulitnya apa Tapi mereka mainly anti-aging seintinya Dan ini yang warnanya, ijo ini yang imorta gel Renko diffusing cream, ini moisturizernya dan ini renko diffusing eye cream I really wanna try them Terus ini ada Oregoni Eye Gel Concentrate Terus ini adalah Oregoni Manuka Honey Pill I'm thinking, ini kayak semacam masker gitu, gak sih, jadinya Ya, berharga jadi nih dipakai, terus dipijet-pijet maksimal 10 detik Doa mau bayangin, 10 detik, ada itu di bilas Jadi gue udah, kayaknya ini disalai ya gue coba ya Sekarang Abis ini aku langsung mau mencoba dia Karena gue udah perasaan, mencoba sama Oregoni para Terus kita punya ini dari Sephora Ini adalah namanya Mount Light Dia tuh kayak fokus ke semacam tools buat mukalo gitu Jadi kemarin udah sempat gue coba ini yang ini Kayak buat masache mukalo gitu, ya kan, dia sangat berguna Saya buka dulu ya, temu sebentar Yang ini adalah the Jade Messaging Gwasha Home Ini bener-bener kayaknya, haf Kasi siir gini bentuknya Oh carbon Maksudnya aku cinggu rusubet Ini dia kayaknya, kayaknya sih sih, gue ini watch cop Massage gitu, gak sih, bener-bener harus melihat Tidak untuk membuatnya Terus Ada yang mau saya tunjukkan dulu nih Ini adalah unboxing yang paling penting ini Eh ya, oh ya Klan dulu mau nama-ap Terus ini Rose Quartz Eye Massage 2 Gue suka banget yang kayak gini sih bentuk jamur ini Karena ini anak banget, terdama buat pagi-pagi Ini selalu dingin gitu, buatunya Tinggal lo barangin sama eye cream atau eye gelapapun yang lo pakai Terus lo ratain pakai ini, sekalian pizza tuh enak banget Dan lo langsung berguna banget buat dipuffing pagi-pagi Terus dia juga punya the stainless steel Gwasha Tool Uh, oh, ini tuh nice Bentuknya kayak gini, kayak gini gak sih Nggak sih, gue masih agak paham nih makaya gimana Ini juga akan sangat berguna buat hidup saya Terima kasih ya, mau apply, mereka rasa sangat jelas Ini enak banget sih, para ini sering banget gue pakai Sangat-sangat berguna Terima kasih seforak Terus kita punya ini dari XSY Katanya ini produk terbarunya mereka So thank you so much Ini adalah Ini gue buka dulu semuanya ya Bekla, ini kayaknya serinya namanya adalah Eye and me, eye and me Karena pas gue baca di packagingnya Kata yang itu kayak dibikin berdasarkan surface sama semua customernya XSY atau yang suka skincare gitu Pokoknya dari berbagai negara, dari semua masalah kulit Dari sampai packagingnya juga sesuai berdasarkan surface gitu Makin kayak dari kalian untuk kalian gitu intinya Terus ini adalah biome ultimate indulging cream Abis itu biome resering moringa cleansing oil Oh, aku dah lama tidak pakai apa yang moringa Terus ini biome comforting in few-toner Terus yang ini kayak set gitu biome recharging night renewal set Terus kita punya ini dari Dr. Berbera's term Ini gue sering banget dikasih sama Jay Beauty Terima kasih ya, kamu masuk surga banget Terus karena ini harga nya kayak banget Terima kasih, para banget Ini super anti-aging body serum Terus yang ini adalah super anti-aging hand cream Bekla kita kan buka ini Karena saya suka banget hand cream on my up Ini hand cream dong pasti harga ya Maha banget, gak masuk akal nih Gue tuh kayak antara love hate relationship gitu Loh sama barbarah Tahan bramer kek Maha banget gak masuk akal Packagingnya juga biasa banget gitu kan Ya kan, tapi bagus banget di kulit gue Semuanya skin keras sih bramerah bombastic Ahirnya gue punya hand cream yang buka aneh kayak gini Bukan yang diputera gitu kan ribet Terus ini body serumnya kayak gini Gue kira akan bentuk sama jam body lotion gitu Terata kaga oh my god Ini tuh so awesome Ini seperti asal skin care For your whole body Oh my god Terus gue juga dapat yang kecil kecilnya Terima kasih ya, ini sangat berguna sekali Boat dibawa-bawa Kalau travelin gitu, karena gue gak punya Yang kecil, padahal aku suka banget sama dia Ah terima kasih Jay Beauty Elias gitu dulu masih banyak banget yang belum gue unboxing Tapi sepertinya kita akan bagi ke video selanjutnya Atau di lain hari, karena aku sudah lelah ya Beklah suki antarima kasih"
